,TITLE,PUBLISHER,CATEGORY,cleaned
4430,Tanker laden with Libyan rebel oil slips naval escort,GlobalPost,b,tanker laden libyan rebel oil slip naval
4452,A Libyan Militia Tries—and Fails—to Sell Crude Oil to North Korea,Businessweek,b,libyan try fail sell
4466,Rebels at East Libya oil ports say will fight any government attack,GlobalPost,b,rebel oil port fight government attack
4471,UPDATE 2-Italy's UniCredit posts record $19 bln loss after writedowns,Reuters,b,post record bln loss writedown
4479,UniCredit posts record Q4 loss of $21 billion as it cleans up balance sheet,GlobalPost,b,unicredit post record loss clean balance sheet
4480,UPDATE 1-UniCredit Bank Austria in sale talks on Ukraine unit,Reuters,b,sale talk unit
4482,"UniCredit Posts Record Loss, Plans 8500 Job Cuts",Businessweek,b,plan cut
4485,"UniCredit Q4 Loss Widens On Goodwill Impairment, Loan Loss Provisions",RTT News,b,widen loss provision
4495,Bank Austria may sell Ukraine unit within a year - CFO,Reuters,b,sell unit year cfo
4496,"UniCredit serene about AQR, does not plan mergers with other banks",Reuters,b,unicredit serene plan merger bank
4505,Colorado marijuana tax: Weed tax is 'rolling' in a windfall of cash in Colorado,Examiner.com,b,tax weed tax roll windfall cash
4516,Colorado Recreational Weed Sales Top $14 Million In First Month,Huffington Post,b,month
4570,Marijuana taxes net Colorado $2 MILLION in just one month,Daily Mail,b,tax net month
4577,Colorado Gets $2 Million in First Month of New Pot Taxes,Businessweek,b,get
4607,UPDATE 1-Colorado reaps $2.1 mln from first month of recreational pot sales,Reuters,b,reap mln month recreational pot sale
4615,Colorado marijuana sales rake in $2 million in taxes in January,Los Angeles Times,b,sale rake taxis
4622,$3.5M tax revenue from Colorado pot sales in January,Examiner.com,b,tax revenue pot sale
4636,Bears take aim at American Eagle,NASDAQ,b,bear aim
4638,"UPDATE 2-American Eagle's forecast disappoints, shares slip",Reuters,b,forecast disappoint share slip
4640,American Eagle Outfitters Shares Lower on Forecast,NASDAQ,b,share low
4643,"American Eagle Q4 Profit Plunges, Adj. Earnings Top View; Issues Weak Outlook",RTT News,b,earning
4648,American Eagle Falls as First-Quarter Forecast Trails Estimates,Businessweek,b,quarter forecast trail estimate
4672,Urban Outfitters continues to struggle with fashion sales,Examiner.com,b,continue struggle fashion sale
4675,"US STOCKS-Wall Street falls in choppy trading, catalysts scarce",Reuters,b,stock fall choppy trading catalyst scarce
4677,"S&P 500 Movers: URBN, DGX",NASDAQ,b,
4681,MARKET SNAPSHOT: U.S. Stocks Edge Lower In Choppy Trading,NASDAQ,b,market stock edge low trading
4684,S&P 500 Falls From Record Levels as Commodity Shares Drop,Businessweek,b,
4686,"Urban Outfitters' Earnings Beat, Sales Miss - Analyst Blog",NASDAQ,b,earning beat
4716,"Urban Outfitters Q4 Profit Tops View, But Sales Miss Estimates - Quick Facts",RTT News,b,fact
4717,"Urban Outfitters Q4 Profit Rises, Tops Street; But Warns On Q1",RTT News,b,rise warn
4721,Urban Outfitters warns on current-quarter results after sales miss,Reuters,b,warn current quarter result sale
4726,Urban Outfitters Reports Record Q4 Net Income,NASDAQ,b,
4733,"GLOBAL MARKETS-World stock markets mostly flat, gold edges up on Ukraine  ...",Reuters,b,world stock market flat gold edge
4735,U.S. stocks open mixed in cautious trade; Dow Jones down 0.07%,NASDAQ,b,stock open mixed cautious trade
4739,U.S. futures hold steady in cautious trade; Dow Jones down 0.05%,NASDAQ,b,future hold steady cautious trade
4743,"GLOBAL MARKETS-World stocks flat, oil and gold edge up on Ukraine, China",Reuters,b,world stock flat oil gold edge
4752,Asian Stocks Broadly Higher After Selloff,NASDAQ,b,asian stock broadly high
4756,EM ASIA FX-Asia currencies firmer as yuan steadies; rupee shines,Reuters,b,currency firm steady shine
4761,EM ASIA FX-Asian currencies rise as yuan steadies; rupee shines,Reuters,b,asian currency rise yuan steady shine
4765,"GLOBAL MARKETS-Asia shares find steadier footing, China worries remain",Reuters,b,share find steady footing worry remain
4809,"US stocks open lower on weak Asian data, Ukraine",GlobalPost,b,stock open lower weak asian datum
4825,UPDATE 2-Bank of England announces shake-up as it probes FX case,Reuters,b,announce shake probe case
4827,Carney Says Employee Suspended for Failing to Raise Alarm on FX,Businessweek,b,say suspend fail raise
4829,GBP/USD dips as Carney sees room for to keep policy loose,NASDAQ,b,usd dip see room policy loose
4838,Forex - GBP/USD trims losses but remains under pressure,NASDAQ,b,trim loss remain pressure
4850,"UK lawmaker says BoE's handling of forex probe ""not encouraging""",Reuters,b,say handling forex probe encouraging
4853,Pound Forecasts Boosted to Highest Since 2011 on BOE Rate Bets,Businessweek,b,forecast boost rate bet
4860,"Interest rate rise will not be delayed by general election, says Mark Carney",Daily Mail,b,interest rate rise delay general election say
4868,BOE to Get Fourth Deputy Governor as Carney Fights Rigging Claim,Businessweek,b,boe rig claim
4871,Forex - Pound at 2-week lows vs. dollar after Carney remarks,NASDAQ,b,low dollar remark
4878,Forex rigging 'as serious as' Libor scandal,GlobalPost,b,rigging scandal
4880,UPDATE 1-RBS might have to leave an independent Scotland-BoE's Carney,Reuters,b,update leave independent
4893,BoE's Carney Sees More Slack In Economy,RTT News,b,see slack economy
4895,BoE's Carney says UK economy not close to overheating,GlobalPost,b,say economy close overheat
4897,BOE Officials Divided on Economy as Industrial Output Stalls,NASDAQ,b,official divide stall
4915,Carney Touts BOE Low-Rate Pledge as Weale Dissents on Slack (1),Businessweek,b,low rate dissent
4926,UPDATE 1-BoE's Carney says UK economy not close to overheating,Reuters,b,say economy close overheat
4934,BoE's Carney says worried UK mortgage underwriting standards could deteriorate,Reuters,b,say worried mortgage underwriting standard deteriorate
4941,UK Industrial Growth Slows Sharply,NASDAQ,b,slow sharply
4945,"TIMELINE-The FX ""fixing"" scandal",Reuters,b,fix scandal
4955,Carney Faces Currency Grilling as BOE Accused of Complacency,Businessweek,b,face accuse complacency
4976,Stronger sterling would delay Bank of England rate rise - BoE's Bean,Reuters,b,strong sterling delay rate rise boe bean
4981,Bean Sees BOE Key Rate Settling Below 3% After Increases Begin,Businessweek,b,key rate settle increase
5000,"SAC Capital Changes Name, Hopes We Can All Forget The Whole Insider  ...",Huffington Post,b,hope forget insider
5006,SAC Capital Renames Itself Point72 Asset Management,NASDAQ,b,
5015,El-Erian Exit Is Pimco Distraction as Gross Saves Legacy,Businessweek,b,exit save legacy
5029,"Senate banking leaders reach deal on Fannie, Freddie bill outline",GlobalPost,b,banking leader reach deal bill outline
5033,"Shares Of Freddie Mac, Fannie Mae Tank On Housing-Finance Reforms",NASDAQ,b,share finance reform
5035,"Fannie Mae, Freddie Mac Shares Fall on Wind-Down Measure",Businessweek,b,fall wind measure
5037,"Senate banking leaders sketch out Fannie, Freddie bill",GlobalPost,b,banking leader sketch bill
5047,"UPDATE 2-Senate banking leaders sketch out Fannie, Freddie bill",Reuters,b,banking leader sketch bill
5050,"Key senators agree on plan to replace Fannie Mae, Freddie Mac",Los Angeles Times,b,key senator agree plan replace
5076,"UPDATE 1-Fannie, Freddie could send $179.2 bln to taxpayers -White House",Reuters,b,send taxpayer
5079,Hedge Fund Manager Reaping Fannie Windfall to Rival Big Short,Businessweek,b,rival
5080,"US estimates Fannie, Freddie to repay $179.2 bln to taxpayers",Reuters,b,estimate repay taxpayer
5104,UPDATE 2-Media executives question Comcast-Time Warner Cable deal,Reuters,b,executive question deal
5109,"DirecTV CEO Reiterates Concerns About Comcast, TWC Deal",NASDAQ,b,directv ceo reiterate concern
5111,Time Inc. spinoff probably won't mean name change for Time Warner,Los Angeles Times,b,spinoff probably will mean change
5112,Top Fox Executive Raises Pointed Questions About Comcast-Time Warner  ...,Huffington Post,b,raise point question
5114,UPDATE 1-Fox exec raises questions on Comcast-Time Warner Cable merger,Reuters,b,1-fox raise question merger
5119,Comcast-Time Warner Cable Deal May Be Bad News For Roku Owners,Huffington Post,b,bad
5178,US job openings increase in January,Los Angeles Times,b,job opening increase
5194,Job Openings in the US Increased in January as Hiring Fell (1),Businessweek,b,increase
5217,Emerging economies likely to hold back global growth,GlobalPost,b,emerge economy likely hold global growth
5228,OECD Sees Developing Economies as Drag on Recovery,NASDAQ,b,see develop
5231,TABLE-OECD quarterly GDP forecasts for major economies,Reuters,b,quarterly gdp forecast major economy
5241,High-frequency trading firm Virtu Financial files for an IPO that could raise $250  ...,NASDAQ,b,high frequency trading firm file ipo raise
5250,Virtu Filing Shines Light on High-Frequency Trading,Businessweek,b,shine light frequency trading
5257,Trading firm Virtu Financial plans to raise up to $100 mln in IPO,Reuters,b,trading firm plan raise mln
5268,"Dick's Sporting Q4 Profit Meets View, Sales Top; Provides Weak Outlook",RTT News,b,sale provide
5271,Sector Update: Consumer Shares Mixed Pre-Market; Bon-Ton Drops 6% as CEO  ...,NASDAQ,b,sector share market drop ceo
5273,Sector Update: Consumer,NASDAQ,b,sector update consumer
5314,"Men's Wearhouse likes the way rival Jos A Bank looks, sweetened bid caps long  ...",GlobalPost,b,men like way rival look sweetened bid cap long
5317,"Men's Wearhouse Loss Widens On Weak Sales, Margins",RTT News,b,men loss widen weak sale margin
5318,UPDATE 3-Men's Wearhouse stitches up deal to buy Jos. A. Bank,Reuters,b,3-men stitch deal buy
5361,Men's Wearhouse To Buy Jos. A. Bank Clothiers For $1.8 Bln.,RTT News,b,men wearhouse buy
5365,Men's Wearhouse to buy Jos. A. Bank for $1.8 bn,GlobalPost,b,men wearhouse buy bn
5374,TIMELINE-Men's Wearhouse seals deal to buy Jos. A. Bank,Reuters,b,seal deal buy
5383,Sector Update: Consumer,NASDAQ,b,sector update consumer
5384,"Consumer Stocks Mixed Today; J.C. Penny Extends Advance After Upgrade, Jos  ...",NASDAQ,b,consumer stock mix extend
5387,"Suit Separates, Unite! Men's Wearhouse Finally Lands Jos. A. Bank",Businessweek,b,finally
5392,CORRECTED-Men's Wearhouse seals $1.8 billion deal to buy Jos. A. Bank,Reuters,b,wearhouse seal deal buy
5393,Men's Wearhouse to buy Jos. A. Bank for $1.8 billion after long battle,Los Angeles Times,b,men wearhouse buy long battle
5398,Men's Wearhouse acquiring rival Jos A Bank Clothiers for $1.8 billion,GlobalPost,b,men wearhouse acquire rival
5406,Men's Wearhouse Enters Into Agreement To Acquire Jos. A. Bank For $65/shr,RTT News,b,men shr
5407,Men's Wearhouse Is Buying Jos. A. Bank,Huffington Post,b,men wearhouse
5416,SoftBank's Son Pitches 'Alternative' for Faster US Broadband,Businessweek,t,alternative broadband
5420,UPDATE 1-SoftBank CEO says Sprint could shake up US 'oligopoly',Reuters,t,say shake oligopoly
5457,Sprint Chairman Vows 'Price War' If T-Mobile Deal Allowed,Businessweek,t,price war allow
5459,Softbank Said to Ready Broadband Pitch Amid Merger Doubt,Businessweek,t,say merger doubt
5481,Setting the Bar for Global Excellence,Huffington Post,t,set
5511,Softbank's Pitch to Regulators Paints False Picture of US Wireless,Huffington Post,t,false
5540,"UPDATE 1-Twitter crashes 2nd time in 9 days, blames software glitch",Reuters,t,update crash 2nd time day blame software glitch
5559,"Twitter Briefly Goes Down, Silencing Millions Of Horrible, Unnecessary Twitter  ...",Huffington Post,t,twitter briefly go
5577,Neil DeGrasse Tyson: 'Enlightened Religious People Don't Use The Bible As A  ...,Huffington Post,t,enlighten religious People use
5654,Will Flappy Bird fly again? Developer is 'considering it',Los Angeles Times,t,fly developer consider
5658,Flappy Bird Creator Dong Nguyen 'Considering' Bringing Game Back,Huffington Post,t,consider bring game
5721,House Panel to Probe GM Recall of Models for Faulty Switches (2),Businessweek,t,faulty switch
5726,Federal prosecutors open criminal probe of GM recall: source,GlobalPost,t,federal prosecutor open criminal probe recall source
5743,GM Faces Federal Investigation Over Recall: Source,Huffington Post,t,source
5751,WRAPUP 1-Federal prosecutors open criminal probe of GM recall -source,Reuters,t,prosecutor open criminal probe recall
5768,Federal prosecutors in New York open criminal probe of GM -source,Reuters,t,federal prosecutor open criminal probe
5780,US House panel requests auto recall documents from GM,Reuters,t,panel request auto recall document
5784,General Motors to Inspect Recall - Analyst Blog,NASDAQ,t,inspect
5808,GM Investigator Faces a Quick Dig Into Firm's Turbulent Decade,Businessweek,t,face quick dig firm turbulent decade
5836,Google Offers Apps Referral Program - Analyst Blog,NASDAQ,t,offer
5883,'Titanfall' Xbox One patch file size revealed,Examiner.com,t,patch file size reveal
5896,Can the Titanfall Release Rally These Stocks? - Analyst Blog,NASDAQ,t,stock
5927,Live-action 'Titanfall' series in the works,Examiner.com,t,live action series work
5957,Review: Thief Doesn't Make Off With the Loot,Huffington Post,t,review thief
6003,Titanfall servers crash early on launch night,Examiner.com,t,server crash early launch night
6004,Microsoft: Goal not to 'limit developers' with ID@Xbox parity clause,Examiner.com,t,goal limit developer id@xbox parity clause
6145,'Titanfall' PC and Xbox One download size compared,Examiner.com,t,download size compare
6148,"Everything You Need To Know About 'Titanfall,' The Year's Biggest Game",Huffington Post,t,need know game
6158,Xbox One Twitch broadcasting to launch today,Examiner.com,t,broadcasting launch today
6171,'Titanfall' launch time for Xbox One and PC revealed,Examiner.com,t,launch time reveal
6188,They survived ice ages while other life did not. Here's why,Los Angeles Times,t,survive ice age life
6217,Shailene Woodley arrives at LAX with hunky Theo James as she reveals she's  ...,Daily Mail,e,arrive hunky reveal
6219,"Shailene Woodley Reavels She ""Might Have"" Hooked Up With Co-Star",Contactmusic.com,e,reavel hook
6226,Home > Shailene Woodley > Shailene Woodley Hooks Up With Co-star?,Contactmusic.com,e,home > > hook co star
